protein_id,accession,prophage_id,original_product,length_aa,putative_function,nearest_neighbor_protein_id,nearest_neighbor_prophage_id,cosine_similarity,confidence
GCF_001704335.1__pp7__3401460-3422490__AVR83_RS16270,GCF_001704335.1,pp7,hypothetical protein,63,SHOCT domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08050,pp5,0.988,high
GCF_001704335.1__pp7__3401460-3422490__AVR83_RS16275,GCF_001704335.1,pp7,hypothetical protein,127,DUF6096 family protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01695,pp1,0.9862,high
GCF_001704335.1__pp7__3401460-3422490__AVR83_RS16290,GCF_001704335.1,pp7,hypothetical protein,146,HK97 gp10 family phage protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10115,pp4,0.9797,high
GCF_001704335.1__pp7__3401460-3422490__AVR83_RS16345,GCF_001704335.1,pp7,hypothetical protein,59,phage terminase small subunit P27 family,GCF_000016825.1__pp1__733651-741034__LREU_RS03595,pp1,0.9759,high
GCF_001704335.1__pp7__3401460-3422490__AVR83_RS16350,GCF_001704335.1,pp7,hypothetical protein,167,phage holin,GCF_000014425.1__pp1__600763-679301__LGAS_RS03115,pp1,0.9809,high
GCF_001704335.1__pp8__24101-56829__AVR83_RS17440,GCF_001704335.1,pp8,putative holin-like toxin,34,type I toxin-antitoxin system Fst family toxin,GCF_000014425.1__pp1__600763-679301__LGAS_RS09750,pp1,0.9565,high
GCF_001704335.1__pp8__24101-56829__AVR83_RS18455,GCF_001704335.1,pp8,hypothetical protein,46,LPXTG cell wall anchor domain-containing protein,GCF_000026505.1__pp2__1528627-1569239__LGG_RS15705,pp2,0.9653,high
GCF_001704335.1__pp8__24101-56829__AVR83_RS18780,GCF_001704335.1,pp8,hypothetical protein,56,phage tail tube assembly chaperone,GCF_000010145.1__pp2__531913-574579__LAF_RS02765,pp2,0.9623,high
GCF_001704335.1__pp8__24101-56829__AVR83_RS17480,GCF_001704335.1,pp8,hypothetical protein,154,DUF1837 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07705,pp5,0.9898,high
GCF_001704335.1__pp8__24101-56829__AVR83_RS17510,GCF_001704335.1,pp8,hypothetical protein,285,DUF3278 domain-containing protein,GCF_041888805.1__pp8__2084984-2096462__ACEPPB_RS10390,pp8,0.9646,high
GCF_001704335.1__pp8__24101-56829__AVR83_RS17545,GCF_001704335.1,pp8,hypothetical protein,444,CPBP family intramembrane glutamic endopeptidase,GCF_000389675.2__pp1__1807540-1828028__LA14_RS08920,pp1,0.9739,high
GCF_001704335.1__pp8__24101-56829__AVR83_RS19075,GCF_001704335.1,pp8,hypothetical protein,71,phage head-tail connector protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04995,pp1,0.9541,high
GCF_001704335.1__pp8__24101-56829__AVR83_RS19010,GCF_001704335.1,pp8,hypothetical protein,57,Prophage Lp2 protein 47,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1983,pp2,0.9757,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04720,GCF_014131735.1,pp1,hypothetical protein,90,phage head-tail connector protein,GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10055,pp4,0.9644,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04725,GCF_014131735.1,pp1,hypothetical protein,77,head-tail connector protein,GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11500,pp4,0.9655,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04735,GCF_014131735.1,pp1,hypothetical protein,68,Prophage Lp3 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2019,pp2,1.0,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04765,GCF_014131735.1,pp1,hypothetical protein,58,crAss001_48 related protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04365,pp2,0.9886,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04780,GCF_014131735.1,pp1,hypothetical protein,93,heavy metal-binding domain-containing protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08580,pp3,0.9608,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04790,GCF_014131735.1,pp1,hypothetical protein,239,Ltp family lipoprotein,GCF_000203855.3__pp1__590128-628381__LP_RS15865,pp1,0.9595,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04805,GCF_014131735.1,pp1,hypothetical protein,122,membrane protein,GCF_000203855.3__pp1__590128-628381__LP_RS02720,pp1,0.9998,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04810,GCF_014131735.1,pp1,hypothetical protein,84,superinfection exclusion B family protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06225,pp2,0.9784,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04815,GCF_014131735.1,pp1,hypothetical protein,311,Ltp family lipoprotein,GCF_000203855.3__pp1__590128-628381__LP_RS15865,pp1,0.9796,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04835,GCF_014131735.1,pp1,hypothetical protein,104,DUF806 family protein,GCF_000016825.1__pp3__1162622-1201468__LREU_RS05825,pp3,0.9891,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04840,GCF_014131735.1,pp1,hypothetical protein,167,TIGR02391 family protein,GCF_000014525.1__pp1__501259-545033__LSEI_RS02380,pp1,0.9738,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04855,GCF_014131735.1,pp1,hypothetical protein,98,phage head-tail connector protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09260,pp2,0.9835,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04860,GCF_014131735.1,pp1,hypothetical protein,56,Prophage Lp2 protein 21,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2007,pp2,0.9862,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS15425,GCF_014131735.1,pp1,hypothetical protein,42,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9826,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04895,GCF_014131735.1,pp1,hypothetical protein,95,Prophage Lp2 protein 21,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2007,pp2,0.9974,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04900,GCF_014131735.1,pp1,hypothetical protein,172,Prophage Lp2 protein 23,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2006,pp2,0.9988,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04905,GCF_014131735.1,pp1,hypothetical protein,124,Prophage Lp2 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2005,pp2,0.9998,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04910,GCF_014131735.1,pp1,hypothetical protein,70,DUF6275 family protein,GCF_000016825.1__pp2__869104-911067__LREU_RS04435,pp2,0.9814,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04915,GCF_014131735.1,pp1,hypothetical protein,46,50S ribosomal protein L32,GCF_000248095.2__pp2__574154-622103__LBLM1_RS02820,pp2,0.9613,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04965,GCF_014131735.1,pp1,hypothetical protein,92,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9871,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04970,GCF_014131735.1,pp1,hypothetical protein,68,phage tail tube assembly chaperone,GCF_000026505.1__pp2__1528627-1569239__LGG_RS07300,pp2,0.9811,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04980,GCF_014131735.1,pp1,hypothetical protein,116,tail protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10305,pp3,0.9877,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS04990,GCF_014131735.1,pp1,hypothetical protein,58,DUF1617 family protein,GCF_000338115.2__pp2__1430063-1473182__ZJ316_RS06845,pp2,0.9656,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS05000,GCF_014131735.1,pp1,hypothetical protein,115,minor capsid protein,GCF_001704335.1__pp2__462968-500215__AVR83_RS02315,pp2,0.9784,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS05010,GCF_014131735.1,pp1,hypothetical protein,121,DUF3168 domain-containing protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09245,pp2,0.9913,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS05025,GCF_014131735.1,pp1,hypothetical protein,105,phage terminase small subunit P27 family,GCF_000019245.4__pp1__971299-993782__LCAZH_RS05185,pp1,0.9828,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS05030,GCF_014131735.1,pp1,hypothetical protein,1943,phage tail protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10760,pp5,1.0,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS05040,GCF_014131735.1,pp1,hypothetical protein,1799,gp58-like family protein,GCF_000148815.2__pp4__2142373-2187941__LPST_RS10080,pp4,0.9949,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS05050,GCF_014131735.1,pp1,hypothetical protein,144,DUF2634 domain-containing protein,GCF_000014425.1__pp1__600763-679301__LGAS_RS03075,pp1,0.9696,high
GCF_014131735.1__pp1__1061088-1107946__E5260_RS05060,GCF_014131735.1,pp1,hypothetical protein,98,hemolysin XhlA family protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05025,pp3,0.9739,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10385,GCF_014131735.1,pp2,hypothetical protein,98,hemolysin XhlA family protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05025,pp3,0.9721,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10395,GCF_014131735.1,pp2,hypothetical protein,70,Prophage Lp2 protein 54,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1637,pp1,0.9881,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10405,GCF_014131735.1,pp2,hypothetical protein,53,DUF4355 domain-containing protein,GCF_000248095.2__pp2__574154-622103__LBLM1_RS11455,pp2,0.9505,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10410,GCF_014131735.1,pp2,hypothetical protein,79,ribosomal-processing cysteine protease Prp,GCF_000008065.1__pp1__327894-370611__LJ_RS09590,pp1,0.9785,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10435,GCF_014131735.1,pp2,hypothetical protein,61,SHOCT domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08050,pp5,0.9852,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10455,GCF_014131735.1,pp2,HK97-gp10 family putative phage morphogenesis protein,135,phage terminase small subunit P27 family,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS04925,pp3,0.9787,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10500,GCF_014131735.1,pp2,hypothetical protein,110,DUF6275 family protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10510,pp5,0.9917,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10510,GCF_014131735.1,pp2,hypothetical protein,56,phage terminase small subunit P27 family,GCF_000016825.1__pp1__733651-741034__LREU_RS03595,pp1,0.9722,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10515,GCF_014131735.1,pp2,hypothetical protein,102,ASCH domain-containing protein,GCF_000165775.1__pp2__1078648-1089876__R0052_RS05540,pp2,0.9927,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10520,GCF_014131735.1,pp2,hypothetical protein,101,Prophage Lp3 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2019,pp2,0.982,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10525,GCF_014131735.1,pp2,hypothetical protein,136,DUF1056 family protein,GCF_000016825.1__pp3__1162622-1201468__LREU_RS10250,pp3,0.9819,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10530,GCF_014131735.1,pp2,hypothetical protein,327,class 1b ribonucleoside-diphosphate reductase subunit alpha,GCF_000148815.2__pp5__12196-41603__LPST_RS15205,pp5,0.9838,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10540,GCF_014131735.1,pp2,hypothetical protein,52,recombination system host exonuclease inhibitor,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04875,pp1,0.964,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10550,GCF_014131735.1,pp2,hypothetical protein,71,head-tail connector protein,GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11500,pp4,0.9788,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10555,GCF_014131735.1,pp2,hypothetical protein,103,phage head-tail connector protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06175,pp2,0.9897,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10560,GCF_014131735.1,pp2,hypothetical protein,100,"P27 family phage terminase, small subunit",GCA_000392485.2__pp1__1695128-1736475__LBP_cg1657,pp1,0.9869,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10570,GCF_014131735.1,pp2,hypothetical protein,265,Phage replication initiation protein,GCA_000392485.2__pp1__1695128-1736475__LBP_cg1671,pp1,0.9933,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10575,GCF_014131735.1,pp2,putative HNHc nuclease,230,Prophage Lp2 protein 41,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1989,pp2,0.9824,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10580,GCF_014131735.1,pp2,hypothetical protein,101,tail assembly chaperone,GCF_000412205.1__pp2__2033545-2090819__LP16_RS09625,pp2,0.9783,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10585,GCF_014131735.1,pp2,hypothetical protein,56,Prophage Lp2 protein 41,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1989,pp2,0.9823,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10590,GCF_014131735.1,pp2,hypothetical protein,66,YopX family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00125,pp1,0.9779,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10595,GCF_014131735.1,pp2,hypothetical protein,82,DUF5049 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08000,pp5,0.9807,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10605,GCF_014131735.1,pp2,hypothetical protein,96,DUF6275 family protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10510,pp5,0.9907,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10610,GCF_014131735.1,pp2,hypothetical protein,86,helix-turn-helix domain-containing protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10425,pp5,0.9788,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10615,GCF_014131735.1,pp2,hypothetical protein,73,"prophage P3 protein 11, DNA replication",GCF_000203855.3__pp4__2999326-3007279__LP_RS14110,pp4,0.9768,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10620,GCF_014131735.1,pp2,hypothetical protein,82,phage head-tail connector protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10325,pp3,0.9884,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10625,GCF_014131735.1,pp2,hypothetical protein,69,DUF6877 family protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10380,pp3,0.9893,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10635,GCF_014131735.1,pp2,hypothetical protein,71,DUF771 domain-containing protein,GCF_000014425.1__pp1__600763-679301__LGAS_RS03150,pp1,0.9755,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10655,GCF_014131735.1,pp2,hypothetical protein,66,DUF2273 domain-containing protein,GCF_001704335.1__pp8__24101-56829__AVR83_RS17455,pp8,0.9728,high
GCF_014131735.1__pp2__2214048-2255622__E5260_RS10670,GCF_014131735.1,pp2,hypothetical protein,104,RusA family crossover junction endodeoxyribonuclease,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09390,pp2,0.9905,high
GCF_041888805.1__pp1__196402-213707__ACEPPB_RS00830,GCF_041888805.1,pp1,hypothetical protein,78,DUF5388 domain-containing protein,GCF_041888805.1__pp1__196402-213707__ACEPPB_RS00835,pp1,0.9826,high
GCF_041888805.1__pp1__196402-213707__ACEPPB_RS00840,GCF_041888805.1,pp1,hypothetical protein,166,3'-5' exonuclease,GCF_000014525.1__pp1__501259-545033__LSEI_RS02435,pp1,0.9684,high
GCF_041888805.1__pp1__196402-213707__ACEPPB_RS00855,GCF_041888805.1,pp1,hypothetical protein,238,Prophage Lp4 protein 12,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2032,pp2,0.9835,high
GCF_041888805.1__pp1__196402-213707__ACEPPB_RS00860,GCF_041888805.1,pp1,hypothetical protein,978,DUF1837 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07705,pp5,0.9817,high
GCF_041888805.1__pp1__196402-213707__ACEPPB_RS00865,GCF_041888805.1,pp1,hypothetical protein,77,protein-tyrosine phosphatase family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09445,pp2,0.9863,high
GCF_041888805.1__pp1__196402-213707__ACEPPB_RS00870,GCF_041888805.1,pp1,hypothetical protein,188,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9931,high
GCF_041888805.1__pp1__196402-213707__ACEPPB_RS00890,GCF_041888805.1,pp1,hypothetical protein,62,DUF5049 domain-containing protein,GCF_000014425.1__pp2__1464980-1483558__LGAS_RS07280,pp2,0.9903,high
GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01555,GCF_041888805.1,pp2,hypothetical protein,78,DUF5388 domain-containing protein,GCF_041888805.1__pp1__196402-213707__ACEPPB_RS00835,pp1,0.9823,high
GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01565,GCF_041888805.1,pp2,hypothetical protein,165,3'-5' exonuclease,GCF_000014525.1__pp1__501259-545033__LSEI_RS02435,pp1,0.9663,high
GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01585,GCF_041888805.1,pp2,hypothetical protein,216,superinfection exclusion B family protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06225,pp2,0.9827,high
GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01595,GCF_041888805.1,pp2,hypothetical protein,983,DUF1837 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07705,pp5,0.9807,high
GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01600,GCF_041888805.1,pp2,hypothetical protein,79,protein-tyrosine phosphatase family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09445,pp2,0.9775,high
GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01605,GCF_041888805.1,pp2,hypothetical protein,188,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9929,high
GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01625,GCF_041888805.1,pp2,hypothetical protein,177,DUF3278 domain-containing protein,GCF_041888805.1__pp8__2084984-2096462__ACEPPB_RS10390,pp8,0.9848,high
GCF_041888805.1__pp2__343838-371175__ACEPPB_RS01655,GCF_041888805.1,pp2,hypothetical protein,68,ribosomal-processing cysteine protease Prp,GCF_000008065.1__pp1__327894-370611__LJ_RS09590,pp1,0.9551,high
GCF_041888805.1__pp3__824738-831451__ACEPPB_RS03995,GCF_041888805.1,pp3,hypothetical protein,155,Ltp family lipoprotein,GCF_000203855.3__pp1__590128-628381__LP_RS15865,pp1,0.9468,high
GCF_041888805.1__pp3__824738-831451__ACEPPB_RS04015,GCF_041888805.1,pp3,hypothetical protein,45,DUF1056 family protein,GCF_000338115.2__pp3__2072879-2122999__ZJ316_RS09820,pp3,0.9764,high
GCF_041888805.1__pp3__824738-831451__ACEPPB_RS04020,GCF_041888805.1,pp3,hypothetical protein,103,"prophage P3 protein 11, DNA replication",GCF_000203855.3__pp4__2999326-3007279__LP_RS14110,pp4,0.987,high
GCF_041888805.1__pp3__824738-831451__ACEPPB_RS04025,GCF_041888805.1,pp3,hypothetical protein,99,head-tail connector protein,GCF_001704335.1__pp3__1024001-1037032__AVR83_RS04965,pp3,0.9759,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07715,GCF_041888805.1,pp5,hypothetical protein,67,phage head-tail connector protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04995,pp1,0.9747,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07720,GCF_041888805.1,pp5,hypothetical protein,105,tail assembly chaperone,GCF_000203855.3__pp3__2163938-2219895__LP_RS10300,pp3,0.9865,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07740,GCF_041888805.1,pp5,hypothetical protein,128,protein-tyrosine phosphatase family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09445,pp2,0.9712,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07760,GCF_041888805.1,pp5,hypothetical protein,155,ArpU family phage packaging/lysis transcriptional regulator,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09345,pp2,0.9855,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07780,GCF_041888805.1,pp5,hypothetical protein,206,"prophage P3 protein 3, phage-like repressor,C-term domain",GCF_000203855.3__pp4__2999326-3007279__LP_RS14150,pp4,0.9843,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07860,GCF_041888805.1,pp5,hypothetical protein,283,ABC-2 transporter permease,GCF_000026505.1__pp2__1528627-1569239__LGG_RS07420,pp2,0.9719,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07875,GCF_041888805.1,pp5,hypothetical protein,78,phage head closure protein,GCF_041888805.1__pp4__1529913-1535609__ACEPPB_RS07540,pp4,0.9699,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07895,GCF_041888805.1,pp5,hypothetical protein,219,restriction endonuclease subunit S,GCF_000412205.1__pp1__825512-847042__LP16_RS03790,pp1,0.98,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07930,GCF_041888805.1,pp5,hypothetical protein,67,RusA family crossover junction endodeoxyribonuclease,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10450,pp5,0.9739,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07935,GCF_041888805.1,pp5,hypothetical protein,111,tail assembly chaperone,GCF_000412205.1__pp2__2033545-2090819__LP16_RS09625,pp2,0.9874,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07955,GCF_041888805.1,pp5,hypothetical protein,128,protein-tyrosine phosphatase family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09445,pp2,0.9723,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07975,GCF_041888805.1,pp5,hypothetical protein,155,ArpU family phage packaging/lysis transcriptional regulator,GCF_000014525.1__pp1__501259-545033__LSEI_RS02460,pp1,0.9835,high
GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07995,GCF_041888805.1,pp5,hypothetical protein,210,"prophage P3 protein 3, phage-like repressor,C-term domain",GCF_000203855.3__pp4__2999326-3007279__LP_RS14150,pp4,0.9836,high
